,name,locality,latitude,longitude,cuisines,average_cost_for_two,aggregate_rating,votes,rating_text
1086,Sharma Sweets and Namkeen,Khajrana,22.72192629,75.9157778,Mithai,300,3.2,8,Average
1087,Quality Sweets,Khajrana,22.7314535,75.9079786,Mithai,200,3.1,7,Average
1088,Nema Sandwich Point,Airport Road,22.72466627,75.82447272,"Mithai, Fast Food",300,3,5,Average
1089,Sri Agarwal Sweets And Namkeen,HIG-LIG,22.73418555,75.8899669,"Mithai, Fast Food",300,3,4,Average
1090,Padmawati Parshawa Namkeen,Khajrana,22.71812147,75.9081848,"Mithai, Street Food",200,3.1,5,Average
1091,Jai Ranjeet Gajak Bhandar,Annapurna Road,22.69688297,75.83943408,Mithai,100,3.1,7,Average
1092,Agrawal Ji Ke Namkeen,Old Palasia,22.72696026,75.89439556,Mithai,200,3,4,Average
1093,Jai Shree Kalki Sweets and Restaurant,Rau,22.63940136,75.80706652,"Mithai, Street Food",150,3,6,Average
1095,Shri Agrawal Sweets & Namkeen,HIG-LIG,22.73429811,75.88911027,Mithai,300,2.9,5,Average
1096,Taste of Malwa,Old Palasia,22.71862804,75.89886546,"Mithai, Street Food",200,3,4,Average
1100,10 Downing Street,Vijay Nagar,22.74468869,75.89435063,"North Indian, Chinese",1500,4.1,742,Very Good
1101,Calypso,"C21 Mall, Vijay Nagar",22.74406688,75.89423329,"North Indian, Chinese, Continental",1500,3.9,206,Good
1102,Indore Pub Exchange,"Treasure Island Mall, South Tukoganj",22.71842176,75.87143149,"Finger Food, North Indian, Italian, Continental",1000,3.8,120,Good
1103,Agent Jack's Bar,Vijay Nagar,22.75494646,75.89620605,"Italian, North Indian",1500,4,63,Very Good
1104,Level 3,"Mangal City Mall, Vijay Nagar",22.7527627,75.89626674,"North Indian, Finger Food, Mughlai",1500,3.4,138,Average
1105,Trance The Pub,Vijay Nagar,22.74625449,75.89254651,"North Indian, Finger Food",1500,3.9,114,Good
1106,Glazz,New Palasia,22.72517993,75.88274572,"North Indian, Italian",1500,3.2,70,Average
1107,Spiritual Pub & Restaurant,Rau,22.606804,75.794497,"North Indian, Chinese, Italian, Continental",1400,3.4,6,Average
1108,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90348221,"North Indian, Chinese",1500,4.7,1254,Excellent
1109,Opium Bar By The Roof,"Infiniti Hotel, Vijay Nagar",22.75003751,75.90347484,"Finger Food, North Indian",1400,4.4,749,Very Good
1110,Sky Blue Sports Bar,"C21 Mall, Vijay Nagar",22.74406843,75.89440361,"Finger Food, North Indian, Chinese, Mughlai",1800,3.3,241,Average
1111,The Piano Project,Vijay Nagar,22.7498053,75.89648098,"North Indian, Mughlai",1200,4.3,125,Very Good
1112,Good Old Days - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.7500372,75.90347551,"North Indian, Asian, Street Food",1500,4.2,107,Very Good
1113,Ethyl Bar - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar",22.75003441,75.90347685,Finger Food,2600,4.2,105,Very Good
1114,Livup Cafebar & Lounge,Vijay Nagar,22.74546788,75.89418266,"North Indian, South Indian, Chinese, Cafe, Beverages",1200,3.7,73,Good
1115,Couple Lounge,"Hotel Amar Vilas, Press Complex",22.7417339,75.89273728,"North Indian, Chinese, Continental",1300,3.7,65,Good
1116,Lighthouse,Vijay Nagar,22.746248,75.89254618,"North Indian, Chinese",750,3.5,44,Good
1117,Exotica The Lounge Bar - Crescent Spa & Resorts,Crescent Spa & Resorts,22.67552485,75.93203031,"Finger Food, Continental",1200,3.5,58,Good
1118,99 Degrees & Rising - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244949,75.88778894,"North Indian, Chinese, Pizza, Continental",1500,3.8,36,Good
1119,Slounge - Lemon Tree Hotel,"Lemon Tree Hotel, RNT Marg",22.71807106,75.87279674,Finger Food,1500,3.6,44,Good
1120,Osmium Lounge,"Sapna Sangeeta Mall, Sapna Sangeeta",22.69899772,75.86714499,"North Indian, Chinese, Bar Food, Asian",1500,3.4,41,Average
1121,Victoria Club & Lounge,"Treasure Island Mall, South Tukoganj",22.72089616,75.87868452,"Finger Food, North Indian, Chinese",1000,2.6,37,Average
1122,The Lounge Bar - Hotel Amar Vilas,"Hotel Amar Vilas, Press Complex",22.74171473,75.89275103,"North Indian, Chinese",1200,3.6,42,Good
1123,Brix & Barrels,Bhawar Kuan,22.69574871,75.86584277,"North Indian, Mughlai, Continental",1500,3.1,12,Average
1124,O2 Club & Lounge,South Tukoganj,22.71749026,75.87471485,"Chinese, North Indian, Continental",1200,3.7,24,Good
1125,Smaaash,South Tukoganj,22.72087884,75.87862417,Finger Food,1200,3.4,13,Average
1126,Lancer Cocktail Lounge,"Hotel Crown Palace, South Tukoganj",22.71953572,75.8837254,"North Indian, Mughlai, Continental, Chinese",1400,3.3,8,Average
1127,Kava Lounge - Fairfield by Marriott,Fairfield By Marriott,22.74816162,75.90398446,Finger Food,1000,3.2,10,Average
1128,Bake N Shake,"BCM Heights, Vijay Nagar",22.75570457,75.89528706,"Cafe, Fast Food, Bakery",500,4.2,683,Very Good
1129,Mitti - Organic. Fresh. Desi.,Old Palasia,22.72509334,75.89026932,"Cafe, North Indian",600,4.3,590,Very Good
1130,Mangosteen Cafe,New Palasia,22.72731805,75.88403452,Cafe,800,4,912,Very Good
1131,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
1132,O2 Cafe De La Ville,New Palasia,22.72744979,75.88585541,"Cafe, Fast Food",900,4.1,681,Very Good
1133,Just My Bakes,Vijay Nagar,22.76006083,75.89254785,"Cafe, North Indian, Bakery",700,4,771,Very Good
1134,Mr. Beans,Old Palasia,22.72318186,75.8979173,"Cafe, French, Italian",800,4.3,715,Very Good
1135,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
1136,Cafe Terazza,Vijay Nagar,22.74499975,75.89212708,"Cafe, Italian, Chinese",900,3.9,988,Good
1137,Just My Bakes,Sudama Nagar,22.69346719,75.82868747,"Cafe, North Indian, Bakery",700,3.8,275,Good
1138,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
1139,Oiya,New Palasia,22.72591346,75.8822009,Cafe,600,4.4,241,Very Good
1140,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
1141,Lotus Cafe & Restaurant,Rajendra Nagar,22.676229,75.825748,"Cafe, North Indian",550,3.3,505,Average
1142,Freito,Vijay Nagar,22.74809669,75.89554355,"Mexican, Italian, Cafe",900,4,416,Very Good
1143,Masala Medley Cafe,Sapna Sangeeta,22.70054022,75.86873621,"Cafe, North Indian",600,3.7,415,Good
1144,Pleasure House,Bhawar Kuan,22.68901693,75.86714365,"Cafe, Fast Food",500,4.3,504,Very Good
1145,Cafe Kono,New Palasia,22.72799498,75.88503432,Cafe,500,4,229,Very Good
1146,Oakaz - Cafe and Restaurant,South Tukoganj,22.71833579,75.88356145,"Cafe, North Indian, Fast Food",600,3.7,316,Good
1147,The Chocolate Room,"BCM Heights, Vijay Nagar",22.75396449,75.90025384,"Cafe, Desserts",700,3.9,352,Good
